gesture_id,person_id,session_id,run_path,include,notes
A,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\A\runs\run_20260926_145945_409733_p14120,true,fold=S2_LOBO/background_WHITE; images=25
C,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\C\runs\run_20260926_145945_446736_p27064,true,fold=S2_LOBO/background_WHITE; images=25
C,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\C\runs\run_20260926_145947_982338_p13588,true,fold=S2_LOBO/background_WHITE; images=25
C,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\C\runs\run_20260926_145952_975148_p8564,true,fold=S2_LOBO/background_WHITE; images=25
C,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\C\runs\run_20260926_145955_455752_p18060,true,fold=S2_LOBO/background_WHITE; images=25
C,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\C\runs\run_20260926_150000_241978_p26772,true,fold=S2_LOBO/background_WHITE; images=25
C,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\C\runs\run_20260926_150002_738064_p20916,true,fold=S2_LOBO/background_WHITE; images=25
C,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\C\runs\run_20260926_150007_379648_p12404,true,fold=S2_LOBO/background_WHITE; images=25
C,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\C\runs\run_20260926_150009_616751_p14644,true,fold=S2_LOBO/background_WHITE; images=25
C,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\C\runs\run_20260926_150014_039386_p26832,true,fold=S2_LOBO/background_WHITE; images=25
C,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\C\runs\run_20260926_150016_237907_p26360,true,fold=S2_LOBO/background_WHITE; images=25
E,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\E\runs\run_20260926_145945_448234_p13588,true,fold=S2_LOBO/background_WHITE; images=25
E,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\E\runs\run_20260926_145947_972838_p11480,true,fold=S2_LOBO/background_WHITE; images=25
E,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\E\runs\run_20260926_145952_963642_p18060,true,fold=S2_LOBO/background_WHITE; images=25
E,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\E\runs\run_20260926_145955_456252_p27596,true,fold=S2_LOBO/background_WHITE; images=25
E,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\E\runs\run_20260926_150000_239477_p20916,true,fold=S2_LOBO/background_WHITE; images=25
E,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\E\runs\run_20260926_150002_748563_p18804,true,fold=S2_LOBO/background_WHITE; images=25
E,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\E\runs\run_20260926_150007_380648_p14644,true,fold=S2_LOBO/background_WHITE; images=25
E,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\E\runs\run_20260926_150009_591249_p3148,true,fold=S2_LOBO/background_WHITE; images=25
E,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\E\runs\run_20260926_150014_039886_p26360,true,fold=S2_LOBO/background_WHITE; images=25
E,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\E\runs\run_20260926_150018_509461_p14120,true,fold=S2_LOBO/background_WHITE; images=25
I,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\I\runs\run_20260926_145945_444735_p11480,true,fold=S2_LOBO/background_WHITE; images=25
I,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\I\runs\run_20260926_145947_983838_p8564,true,fold=S2_LOBO/background_WHITE; images=25
I,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\I\runs\run_20260926_145952_965145_p27596,true,fold=S2_LOBO/background_WHITE; images=25
I,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\I\runs\run_20260926_145955_410251_p26772,true,fold=S2_LOBO/background_WHITE; images=25
I,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\I\runs\run_20260926_150000_242478_p18804,true,fold=S2_LOBO/background_WHITE; images=25
I,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\I\runs\run_20260926_150002_744564_p12404,true,fold=S2_LOBO/background_WHITE; images=25
I,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\I\runs\run_20260926_150007_381148_p3148,true,fold=S2_LOBO/background_WHITE; images=25
I,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\I\runs\run_20260926_150009_579751_p26832,true,fold=S2_LOBO/background_WHITE; images=25
I,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\I\runs\run_20260926_150016_248408_p14120,true,fold=S2_LOBO/background_WHITE; images=25
I,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\I\runs\run_20260926_150018_502460_p25540,true,fold=S2_LOBO/background_WHITE; images=25
L,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\L\runs\run_20260926_145945_443736_p8564,true,fold=S2_LOBO/background_WHITE; images=25
L,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\L\runs\run_20260926_145947_973838_p18060,true,fold=S2_LOBO/background_WHITE; images=25
L,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\L\runs\run_20260926_145952_975148_p26772,true,fold=S2_LOBO/background_WHITE; images=25
L,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\L\runs\run_20260926_145955_462750_p20916,true,fold=S2_LOBO/background_WHITE; images=25
L,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\L\runs\run_20260926_150000_240478_p12404,true,fold=S2_LOBO/background_WHITE; images=25
L,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\L\runs\run_20260926_150002_738565_p14644,true,fold=S2_LOBO/background_WHITE; images=25
L,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\L\runs\run_20260926_150007_380648_p26832,true,fold=S2_LOBO/background_WHITE; images=25
L,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\L\runs\run_20260926_150009_590750_p26360,true,fold=S2_LOBO/background_WHITE; images=25
L,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\L\runs\run_20260926_150016_246908_p25540,true,fold=S2_LOBO/background_WHITE; images=25
L,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\L\runs\run_20260926_150018_511461_p27064,true,fold=S2_LOBO/background_WHITE; images=25
M,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\M\runs\run_20260926_145945_441237_p18060,true,fold=S2_LOBO/background_WHITE; images=25
M,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\M\runs\run_20260926_145947_981838_p27596,true,fold=S2_LOBO/background_WHITE; images=25
M,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\M\runs\run_20260926_145952_967644_p20916,true,fold=S2_LOBO/background_WHITE; images=25
M,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\M\runs\run_20260926_145955_457251_p18804,true,fold=S2_LOBO/background_WHITE; images=25
M,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\M\runs\run_20260926_150000_243477_p14644,true,fold=S2_LOBO/background_WHITE; images=25
M,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\M\runs\run_20260926_150002_740065_p3148,true,fold=S2_LOBO/background_WHITE; images=25
M,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\M\runs\run_20260926_150007_371647_p26360,true,fold=S2_LOBO/background_WHITE; images=25
M,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\M\runs\run_20260926_150011_827815_p14120,true,fold=S2_LOBO/background_WHITE; images=25
M,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\M\runs\run_20260926_150016_239409_p27064,true,fold=S2_LOBO/background_WHITE; images=25
M,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\M\runs\run_20260926_150018_511461_p13588,true,fold=S2_LOBO/background_WHITE; images=25
N,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\N\runs\run_20260926_145945_437734_p27596,true,fold=S2_LOBO/background_WHITE; images=25
N,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\N\runs\run_20260926_145947_978838_p26772,true,fold=S2_LOBO/background_WHITE; images=25
N,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\N\runs\run_20260926_145952_964644_p18804,true,fold=S2_LOBO/background_WHITE; images=25
N,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\N\runs\run_20260926_145955_468251_p12404,true,fold=S2_LOBO/background_WHITE; images=25
N,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\N\runs\run_20260926_150000_240977_p3148,true,fold=S2_LOBO/background_WHITE; images=25
N,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\N\runs\run_20260926_150002_749564_p26832,true,fold=S2_LOBO/background_WHITE; images=25
N,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\N\runs\run_20260926_150009_615251_p14120,true,fold=S2_LOBO/background_WHITE; images=25
N,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\N\runs\run_20260926_150011_820315_p25540,true,fold=S2_LOBO/background_WHITE; images=25
N,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\N\runs\run_20260926_150016_239909_p13588,true,fold=S2_LOBO/background_WHITE; images=25
N,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\N\runs\run_20260926_150018_510961_p11480,true,fold=S2_LOBO/background_WHITE; images=25
O,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\O\runs\run_20260926_145945_441736_p26772,true,fold=S2_LOBO/background_WHITE; images=25
O,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\O\runs\run_20260926_145947_976340_p20916,true,fold=S2_LOBO/background_WHITE; images=25
O,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\O\runs\run_20260926_145952_975148_p12404,true,fold=S2_LOBO/background_WHITE; images=25
O,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\O\runs\run_20260926_145955_462750_p14644,true,fold=S2_LOBO/background_WHITE; images=25
O,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\O\runs\run_20260926_150000_242478_p26832,true,fold=S2_LOBO/background_WHITE; images=25
O,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\O\runs\run_20260926_150002_742566_p26360,true,fold=S2_LOBO/background_WHITE; images=25
O,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\O\runs\run_20260926_150009_599250_p25540,true,fold=S2_LOBO/background_WHITE; images=25
O,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\O\runs\run_20260926_150011_817815_p27064,true,fold=S2_LOBO/background_WHITE; images=25
O,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\O\runs\run_20260926_150016_247908_p11480,true,fold=S2_LOBO/background_WHITE; images=25
O,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\O\runs\run_20260926_150018_511461_p8564,true,fold=S2_LOBO/background_WHITE; images=25
P,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\P\runs\run_20260926_145945_409733_p20916,true,fold=S2_LOBO/background_WHITE; images=25
P,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\P\runs\run_20260926_145947_977338_p18804,true,fold=S2_LOBO/background_WHITE; images=25
P,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\P\runs\run_20260926_145952_974147_p14644,true,fold=S2_LOBO/background_WHITE; images=25
P,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\P\runs\run_20260926_145955_449752_p3148,true,fold=S2_LOBO/background_WHITE; images=25
P,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\P\runs\run_20260926_150000_231978_p26360,true,fold=S2_LOBO/background_WHITE; images=25
P,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\P\runs\run_20260926_150005_119091_p14120,true,fold=S2_LOBO/background_WHITE; images=25
P,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\P\runs\run_20260926_150009_589749_p27064,true,fold=S2_LOBO/background_WHITE; images=25
P,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\P\runs\run_20260926_150011_830317_p13588,true,fold=S2_LOBO/background_WHITE; images=25
P,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\P\runs\run_20260926_150016_247409_p8564,true,fold=S2_LOBO/background_WHITE; images=25
P,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\P\runs\run_20260926_150018_511461_p18060,true,fold=S2_LOBO/background_WHITE; images=25
R,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\R\runs\run_20260926_145945_436734_p18804,true,fold=S2_LOBO/background_WHITE; images=25
R,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\R\runs\run_20260926_145947_983838_p12404,true,fold=S2_LOBO/background_WHITE; images=25
R,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\R\runs\run_20260926_145952_974147_p3148,true,fold=S2_LOBO/background_WHITE; images=25
R,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\R\runs\run_20260926_145955_464251_p26832,true,fold=S2_LOBO/background_WHITE; images=25
R,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\R\runs\run_20260926_150002_749064_p14120,true,fold=S2_LOBO/background_WHITE; images=25
R,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\R\runs\run_20260926_150005_119091_p25540,true,fold=S2_LOBO/background_WHITE; images=25
R,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\R\runs\run_20260926_150009_581249_p13588,true,fold=S2_LOBO/background_WHITE; images=25
R,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\R\runs\run_20260926_150011_824316_p11480,true,fold=S2_LOBO/background_WHITE; images=25
R,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\R\runs\run_20260926_150016_247409_p18060,true,fold=S2_LOBO/background_WHITE; images=25
R,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\R\runs\run_20260926_150018_502961_p27596,true,fold=S2_LOBO/background_WHITE; images=25
S,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\S\runs\run_20260926_145945_447234_p12404,true,fold=S2_LOBO/background_WHITE; images=25
S,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\S\runs\run_20260926_145947_982837_p14644,true,fold=S2_LOBO/background_WHITE; images=25
S,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\S\runs\run_20260926_145952_965145_p26832,true,fold=S2_LOBO/background_WHITE; images=25
S,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\S\runs\run_20260926_145955_402752_p26360,true,fold=S2_LOBO/background_WHITE; images=25
S,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\S\runs\run_20260926_150002_750065_p25540,true,fold=S2_LOBO/background_WHITE; images=25
S,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\S\runs\run_20260926_150005_120091_p27064,true,fold=S2_LOBO/background_WHITE; images=25
S,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\S\runs\run_20260926_150009_606750_p11480,true,fold=S2_LOBO/background_WHITE; images=25
S,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\S\runs\run_20260926_150011_826816_p8564,true,fold=S2_LOBO/background_WHITE; images=25
S,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\S\runs\run_20260926_150016_238908_p27596,true,fold=S2_LOBO/background_WHITE; images=25
S,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\S\runs\run_20260926_150018_511461_p26772,true,fold=S2_LOBO/background_WHITE; images=25
T,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\T\runs\run_20260926_145945_440236_p14644,true,fold=S2_LOBO/background_WHITE; images=25
T,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\T\runs\run_20260926_145947_981339_p3148,true,fold=S2_LOBO/background_WHITE; images=25
T,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\T\runs\run_20260926_145952_963642_p26360,true,fold=S2_LOBO/background_WHITE; images=25
T,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\T\runs\run_20260926_145957_785856_p14120,true,fold=S2_LOBO/background_WHITE; images=25
T,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\T\runs\run_20260926_150002_749564_p27064,true,fold=S2_LOBO/background_WHITE; images=25
T,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\T\runs\run_20260926_150005_128093_p13588,true,fold=S2_LOBO/background_WHITE; images=25
T,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\T\runs\run_20260926_150009_580749_p8564,true,fold=S2_LOBO/background_WHITE; images=25
T,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\T\runs\run_20260926_150011_827316_p18060,true,fold=S2_LOBO/background_WHITE; images=25
T,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\T\runs\run_20260926_150016_240908_p26772,true,fold=S2_LOBO/background_WHITE; images=25
T,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\T\runs\run_20260926_150018_505461_p20916,true,fold=S2_LOBO/background_WHITE; images=25
U,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\U\runs\run_20260926_145945_448234_p3148,true,fold=S2_LOBO/background_WHITE; images=25
U,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\U\runs\run_20260926_145947_975338_p26832,true,fold=S2_LOBO/background_WHITE; images=25
U,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\U\runs\run_20260926_145955_455752_p14120,true,fold=S2_LOBO/background_WHITE; images=25
U,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\U\runs\run_20260926_145957_787357_p25540,true,fold=S2_LOBO/background_WHITE; images=25
U,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\U\runs\run_20260926_150002_748064_p13588,true,fold=S2_LOBO/background_WHITE; images=25
U,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\U\runs\run_20260926_150005_128093_p11480,true,fold=S2_LOBO/background_WHITE; images=25
U,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\U\runs\run_20260926_150009_615251_p18060,true,fold=S2_LOBO/background_WHITE; images=25
U,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\U\runs\run_20260926_150011_821815_p27596,true,fold=S2_LOBO/background_WHITE; images=25
U,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\U\runs\run_20260926_150016_246908_p20916,true,fold=S2_LOBO/background_WHITE; images=25
U,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\U\runs\run_20260926_150018_503960_p18804,true,fold=S2_LOBO/background_WHITE; images=25
V,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\V\runs\run_20260926_145945_442234_p26832,true,fold=S2_LOBO/background_WHITE; images=25
V,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\V\runs\run_20260926_145947_982338_p26360,true,fold=S2_LOBO/background_WHITE; images=25
V,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\V\runs\run_20260926_145955_459252_p25540,true,fold=S2_LOBO/background_WHITE; images=25
V,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\V\runs\run_20260926_145957_785357_p27064,true,fold=S2_LOBO/background_WHITE; images=25
V,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\V\runs\run_20260926_150002_739065_p11480,true,fold=S2_LOBO/background_WHITE; images=25
V,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\V\runs\run_20260926_150005_129591_p8564,true,fold=S2_LOBO/background_WHITE; images=25
V,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\V\runs\run_20260926_150009_603750_p27596,true,fold=S2_LOBO/background_WHITE; images=25
V,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\V\runs\run_20260926_150011_827316_p26772,true,fold=S2_LOBO/background_WHITE; images=25
V,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\V\runs\run_20260926_150016_239409_p18804,true,fold=S2_LOBO/background_WHITE; images=25
V,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\V\runs\run_20260926_150018_501961_p12404,true,fold=S2_LOBO/background_WHITE; images=25
W,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\W\runs\run_20260926_145945_444235_p26360,true,fold=S2_LOBO/background_WHITE; images=25
W,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\W\runs\run_20260926_145950_456527_p14120,true,fold=S2_LOBO/background_WHITE; images=25
W,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\W\runs\run_20260926_145955_455752_p27064,true,fold=S2_LOBO/background_WHITE; images=25
W,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\W\runs\run_20260926_145957_775357_p13588,true,fold=S2_LOBO/background_WHITE; images=25
W,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\W\runs\run_20260926_150002_749564_p8564,true,fold=S2_LOBO/background_WHITE; images=25
W,P03,BLUE,..\..\..\..\data\tsgr_dataset\training\P03\BLUE\W\runs\run_20260926_150005_121591_p18060,true,fold=S2_LOBO/background_WHITE; images=25
W,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\W\runs\run_20260926_150009_587749_p26772,true,fold=S2_LOBO/background_WHITE; images=25
W,P04,BLUE,..\..\..\..\data\tsgr_dataset\training\P04\BLUE\W\runs\run_20260926_150011_825316_p20916,true,fold=S2_LOBO/background_WHITE; images=25
W,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\W\runs\run_20260926_150016_237907_p12404,true,fold=S2_LOBO/background_WHITE; images=25
W,P05,BLUE,..\..\..\..\data\tsgr_dataset\training\P05\BLUE\W\runs\run_20260926_150018_510961_p14644,true,fold=S2_LOBO/background_WHITE; images=25
Y,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\Y\runs\run_20260926_145947_984337_p14120,true,fold=S2_LOBO/background_WHITE; images=25
Y,P01,BLUE,..\..\..\..\data\tsgr_dataset\training\P01\BLUE\Y\runs\run_20260926_145950_453029_p25540,true,fold=S2_LOBO/background_WHITE; images=25
Y,P02,BLACK,..\..\..\..\data\tsgr_dataset\training\P02\BLACK\Y\runs\run_20260926_145955_453751_p13588,true,fold=S2_LOBO/background_WHITE; images=25
Y,P02,BLUE,..\..\..\..\data\tsgr_dataset\training\P02\BLUE\Y\runs\run_20260926_145957_786358_p11480,true,fold=S2_LOBO/background_WHITE; images=25
Y,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\Y\runs\run_20260926_150002_749064_p18060,true,fold=S2_LOBO/background_WHITE; images=25
