gesture_id,person_id,session_id,run_path,include,notes
A,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\A\runs\run_20260926_145945_409733_p14120,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
R,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\R\runs\run_20260926_150007_370647_p27064,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
R,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\R\runs\run_20260926_150009_581249_p13588,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
R,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\R\runs\run_20260926_150014_050887_p8564,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
R,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\R\runs\run_20260926_150016_247409_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
R,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\R\runs\run_20260926_150020_853946_p26772,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\S\runs\run_20260926_145945_447234_p12404,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\S\runs\run_20260926_145950_466026_p3148,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\S\runs\run_20260926_150002_750065_p25540,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\S\runs\run_20260926_150007_372647_p13588,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\S\runs\run_20260926_150009_606750_p11480,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\S\runs\run_20260926_150014_049388_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\S\runs\run_20260926_150016_238908_p27596,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
S,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\S\runs\run_20260926_150020_854946_p20916,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\T\runs\run_20260926_145945_440236_p14644,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\T\runs\run_20260926_145950_464026_p26832,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\T\runs\run_20260926_150002_749564_p27064,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\T\runs\run_20260926_150007_371147_p11480,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\T\runs\run_20260926_150009_580749_p8564,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\T\runs\run_20260926_150014_042886_p27596,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\T\runs\run_20260926_150016_240908_p26772,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
T,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\T\runs\run_20260926_150020_853946_p18804,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\U\runs\run_20260926_145945_448234_p3148,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\U\runs\run_20260926_145950_462027_p26360,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\U\runs\run_20260926_150002_748064_p13588,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\U\runs\run_20260926_150007_381148_p8564,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\U\runs\run_20260926_150009_615251_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\U\runs\run_20260926_150014_052887_p26772,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\U\runs\run_20260926_150016_246908_p20916,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
U,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\U\runs\run_20260926_150020_854946_p12404,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\V\runs\run_20260926_145945_442234_p26832,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\V\runs\run_20260926_145952_965145_p14120,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\V\runs\run_20260926_150002_739065_p11480,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\V\runs\run_20260926_150007_381148_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\V\runs\run_20260926_150009_603750_p27596,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\V\runs\run_20260926_150014_041386_p20916,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\V\runs\run_20260926_150016_239409_p18804,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
V,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\V\runs\run_20260926_150020_852446_p14644,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\W\runs\run_20260926_145945_444235_p26360,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\W\runs\run_20260926_145952_965643_p25540,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\W\runs\run_20260926_150002_749564_p8564,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\W\runs\run_20260926_150007_380648_p27596,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\W\runs\run_20260926_150009_587749_p26772,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\W\runs\run_20260926_150014_052887_p18804,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\W\runs\run_20260926_150016_237907_p12404,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
W,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\W\runs\run_20260926_150020_854446_p3148,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P01,BLACK,..\..\..\..\data\tsgr_dataset\training\P01\BLACK\Y\runs\run_20260926_145947_984337_p14120,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P01,WHITE,..\..\..\..\data\tsgr_dataset\training\P01\WHITE\Y\runs\run_20260926_145952_974648_p27064,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P03,BLACK,..\..\..\..\data\tsgr_dataset\training\P03\BLACK\Y\runs\run_20260926_150002_749064_p18060,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P03,WHITE,..\..\..\..\data\tsgr_dataset\training\P03\WHITE\Y\runs\run_20260926_150007_371647_p26772,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P04,BLACK,..\..\..\..\data\tsgr_dataset\training\P04\BLACK\Y\runs\run_20260926_150009_596749_p20916,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P04,WHITE,..\..\..\..\data\tsgr_dataset\training\P04\WHITE\Y\runs\run_20260926_150014_039886_p12404,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P05,BLACK,..\..\..\..\data\tsgr_dataset\training\P05\BLACK\Y\runs\run_20260926_150016_248908_p14644,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
Y,P05,WHITE,..\..\..\..\data\tsgr_dataset\training\P05\WHITE\Y\runs\run_20260926_150020_843946_p26832,true,fold=S4_LOSO_BACKGROUND/subject_P02__background_BLUE; images=25
